"Deleting this lesson will permanently remove it from the course. This action cannot be undone. Are you sure you want to continue?","Бұл сабақты жою оны курстан біржола жояды. Бұл әрекетті қайтару мүмкін емес. Жалғастырғыңыз келетініне сенімдісіз бе?"
"Deleting this quiz permanently removes it and its submissions. This action cannot be undone. Are you sure you want to continue?","Бұл сұрақты жою оны және оның жіберілімдерін біржола жояды. Бұл әрекетті қайтару мүмкін емес. Жалғастырғыңыз келетініне сенімдісіз бе?"
"Deleting…","Жоюда…"
"Deletion not allowed for {0}","{0} үшін жоюға рұқсат етілмейді"
"Demo data cleared successfully","Демо деректері сәтті тазартылды"
"Demo Data Present","Көрсетілім деректері"
"Description","Сипаттама"
"Desk","Жұмыс үстелі"
"Details","Мәліметтер"
"Details cannot be empty.","Мәліметтер бос болмауы керек."
"Device","Құрылғы"
"Disable","Өшіру"
"Disable PWA","PWA өшіру"
"Disable Self Learning","Өздігінен оқытуды өшіру"
"Disable Signup","Тіркелуді өшіру"
"Disabled","Өшірілген"
"Disabled rules are left out of All (AND), so this matches more people than the rules below suggest. Enable or remove them to narrow it.","Өшірілген ережелер Барлығы (ЖӘНЕ) ішінен қалдырылған, сондықтан бұл төменде ұсынылған ережелерден көбірек адамға сәйкес келеді. Оны тарылту үшін оларды қосыңыз немесе жойыңыз."
"Discard","Жою"
"Discount","Жеңілдік"
"Discount Amount","Жеңілдік сомасы"
"Discount Percentage","Жеңілдік пайызы"
"Discount Type","Жеңілдік түрі"
"Discussions","Талқылаулар"
"Display correct answers after each question is attempted.","Әрбір сұрақ қойылғаннан кейін дұрыс жауаптарды көрсетіңіз."
"Do not refresh the page or close this window. If you do, the quiz will be submitted automatically.","Бетті жаңартпаңыз немесе бұл терезені жаппаңыз. Егер солай етсеңіз, викторина автоматты түрде жіберіледі."
"Document","Құжат"
"Document metadata changed","Құжат метадеректері өзгертілді"
"Document Name","Құжат атауы"
"Document Type","Құжат түрі"
"Document type","Құжат түрі"
"Don’t miss this opportunity to enhance your skills. Click below to complete your enrollment","Біліктілікті арттыру үшін бұл мүмкіндікті жіберіп алмаңыз. Тіркеуді аяқтау үшін төменде басыңыз"
"Drag and drop a ZIP file, or upload from your","ZIP файлын сүйреп апарыңыз немесе файлдан жүктеп салыңыз"
"Dream Companies","Армандаған компаниялар"
"Due Date","Тапсыру мерзімі"
"Duplicate","Көшірме"
"Duplicate options found for this question.","Бұл сұраққа арналған көшірме опциялар табылды."
"Duplicate Template","Көшірме үлгі"
"Duration","Ұзақтығы"
"Duration (in minutes)","Ұзақтығы (минутпен)"
"e.g. Course Champion","мысалы Курс чемпионы"
"e.g. WELCOME10","мысалы ҚОШ КЕЛДІҢІЗ10"
"Each user can only receive this badge one time.","Әрбір пайдаланушы бұл белгіні тек бір рет ала алады."
"Earned Score","Алынған балл"
"Earnings and payouts","Табыстар мен төлемдер"
"Edit","Өзгерту"
"Edit Assignment","Тапсырманы өңдеу"
"Edit Badge Assignment","Белгі тағайындауды өңдеу"
"Edit category","Санатты өңдеу"
"Edit Chapter","Тарауды өңдеу"
"Edit Email Template","Электрондық пошта үлгісін өңдеу"
"Edit Member","Мүшені өңдеу"
"Edit member","Мүшені өңдеу"
"Edit Profile","Профильді өңдеу"
"Edit Program","Бағдарламаны өңдеу"
"Edit Programming Exercise","Бағдарламалау жаттығуын өңдеу"
"Edit Question","Сұрақты өңдеу"
"Editor","Редактор"
"Editor View","Редактор көрінісі"
"Education","Білім"
"Education Detail","Білім туралы мәліметтер"
"Education Details","Білім туралы мәліметтер"
"Email","Электрондық пошта"
"Email Account","Электрондық пошта тіркелгісі"
"Email account created","Электрондық пошта тіркелгісі жасалды"
"Email Account deleted successfully","Электрондық пошта тіркелгісі сәтті жойылды"
"Email account updated successfully","Электрондық пошта тіркелгісі сәтті жаңартылды"
"Email Accounts","Электрондық пошта тіркелгілері"
"Email Address","Электрондық пошта мекенжайы"
"Email ID","Электрондық пошта идентификаторы"
"Email ID is required","Электрондық пошта идентификаторы қажет"
"Email is required","Электрондық пошта қажет"
"Email provider","Электрондық пошта провайдері"
"Email Sent","Электрондық пошта жіберілді"
"Email sent successfully","Электрондық пошта сәтті жіберілді"
"Email service {0} is not supported","{0} электрондық пошта қызметіне қолдау көрсетілмейді"
"Email Template created successfully","Электрондық пошта үлгісі сәтті жасалды"
"Email Template deleted successfully","Электрондық пошта үлгісі сәтті жойылды"
"Email Template updated successfully","Электрондық пошта үлгісі сәтті жаңартылды"
"Email Templates","Электрондық пошта үлгілері"
"Emails","Электрондық пошталар"
"Embedded content","Енгізілген мазмұн"
"Employee","Қызметкер"
"Enable","Қосу"
"Enable evaluations for batch participants.","Пакет қатысушылары үшін бағалауды қосыңыз."
"Enable Google API in Google Settings to send calendar invites for evaluations.","Бағалау үшін күнтізбе шақыруларын жіберу үшін Google параметрлерінде Google API қосыңыз."
"Enable Incoming","Кірістерді қосыңыз"
"Enable it to edit","Оны өңдеу үшін қосыңыз"
"Enable Negative Marking","Теріс таңбалауды қосыңыз"
"Enable Outgoing","Шығысты қосу"
"Enable the integration to sync workspace and channel membership from your students and staff.","Студенттер мен қызметкерлердің жұмыс кеңістігін және арна мүшелігін синхрондау үшін біріктіруді қосыңыз."
"Enable this only if you want to upload a SCORM package as a chapter.","Мұны SCORM бумасын тарау ретінде жүктеп салғыңыз келсе ғана қосыңыз."
"Enable {0}","{0} қосыңыз"
"Enabled","Қосылған"
"Enabling this will publish the certificate on the certified participants page.","Оны қосу сертификатты сертификатталған қатысушылар бетінде жариялайды."
"End Date","Аяқталу күні"
"End Date (or expected)","Аяқталу күні (немесе күтілетін)"
"End Time","Аяқталу уақыты"
"Ended","Аяқталды"
"Enforce Assignment Completion","Тапсырманы орындауды қамтамасыз ету"
"Enforce Course Order","Курс тәртібін орындау"
"Enforce Quiz Completion","Викторинаны аяқтауды орындау"
"Enforce Video Completion","Бейнені аяқтауды қамтамасыз ету"
"Enroll","Тіркелу"
"Enroll a Student","Оқушыны тіркеу"
"Enroll for Free","Тегін тіркелу"
"Enroll Member to Program","Бағдарламаға мүшені тіркеу"
"Enroll Now","Қазір тіркеліңіз"
"Enroll students to track their progress here","Мұнда үлгерімін бақылау үшін студенттерді тіркеңіз"
"Enrolled","Тіркелді"
"enrolled","тіркелді"
"Enrolled On","Тіркелген"
"Enrolled Students","Тіркелген студенттер"
"Enrollment & Certification","Тіркеу және сертификаттау"
"Enrollment Confirmation Email Template","Тіркеуді растау электрондық пошта үлгісі"
"Enrollment Confirmation for {0}","{0} үшін тіркеуді растау"
"Enrollment Count","Тіркелу саны"
"Enrollment for Program {0}","{0} бағдарламасына тіркелу"
"Enrollment from Batch","Пакеттен тіркеу"
"Enrollment in this batch is restricted. Please contact the Administrator.","Бұл топтамаға тіркелу шектелген. Әкімшіге хабарласыңыз."
"Enrollments","Тіркелулер"
"Enrollments per day","Күнделікті тіркелімдер"
"Enter a Coupon Code","Купон кодын енгізіңіз"
"Enter a URL","URL мекенжайын енгізіңіз"
"Enter Brand Name","Бренд атауын енгізіңіз"
"Enter Client Id and Client Secret in Google Settings to send calendar invites for evaluations.","Бағалау үшін күнтізбе шақыруларын жіберу үшін Google параметрлерінде Клиент идентификаторы мен Клиент құпиясын енгізіңіз."
"Enter email subject","Электрондық пошта тақырыбын енгізіңіз"
"Enter reply to email","Электрондық поштаға жауапты енгізіңіз"
"Error","Қате"
"Error creating Address","Мекенжай жасау қатесі"
"Error creating badge","Танымбелгіні жасау қатесі"
"Error creating batch","Буманы жасау қатесі"
"Error creating email template","Электрондық пошта үлгісін жасау қатесі"
"Error creating Google Meet Account","Google Meet есептік жазбасын жасау қатесі"
"Error creating live class. Please try again. {0}","Тікелей класс жасау қатесі. Қайталап көріңіз. {0}"
"Error creating quiz: {0}","Викторина жасау қатесі: {0}"
"Error creating Zoom Account","Zoom тіркелгісін жасау қатесі"
"Error deleting badge","Танымбелгіні жою қатесі"
"Error deleting channel mapping","Арна картасын жою қатесі"
"Error deleting email account","Электрондық пошта тіркелгісін жою қатесі"
"Error deleting email template","Электрондық пошта үлгісін жою қатесі"
"Error deleting quiz: {0}","Викторинаны жою қатесі: {0}"
"Error deleting quizzes: {0}","Сынақтарды жою қатесі: {0}"
"Error deleting workspace mapping","Жұмыс кеңістігін салыстыруды жою қатесі"
"Error downloading file","Файлды жүктеп алу қатесі"
"Error saving rules","Ережелерді сақтау қатесі"
"Error updating email template","Электрондық пошта үлгісін жаңарту қатесі"
"Error updating Google Meet Account","Google Meet есептік жазбасын жаңарту қатесі"
"Error updating rule status","Ереже күйін жаңарту қатесі"
"Error updating Zoom Account","Zoom есептік жазбасын жаңарту қатесі"
"Error Uploading File","Файлды жүктеп салу қатесі"
"Error uploading file","Файлды жүктеп салу қатесі"
"esc","эск"
"Evaluation","Бағалау"
"evaluation","бағалау"
"Evaluation cancelled successfully","Бағалау сәтті тоқтатылды"
"Evaluation Details","Бағалау мәліметтері"
"Evaluation End Date","Бағалаудың аяқталу күні"
"Evaluation end date cannot be less than the batch end date.","Бағалаудың аяқталу күні топтаманың аяқталу күнінен кем болмауы керек."
"Evaluation Request","Бағалау сұрауы"
"Evaluation Requests","Бағалау сұраулары"
"Evaluation saved successfully","Бағалау сәтті сақталды"
"Evaluations","Бағалар"
"evaluations","бағалаулар"
"Evaluator","Бағалаушы"
"Evaluator is required for paid certificates.","Ақылы сертификаттар үшін бағалаушы қажет."
"Evaluator is required.","Бағалаушы қажет."
"Evaluator Name","Бағалаушының аты"
"Evaluator Schedule","Бағалаушының кестесі"
"Evaluator {0} not found","{0} бағалаушысы табылмады"
"Event","Оқиға"
"Every time","Әр жолы"
"Exercise","Жаттығу"
"Exercise deleted successfully","Жаттығу сәтті жойылды"
"Exercise Title","Жаттығу тақырыбы"
"Expand","Кеңейту"
"Expected Output","Күтілетін нәтиже"
"Expiration Date","Жарамдылық мерзімі"
"Expires On","Мерзімі аяқталады"
"Expiry Date","Жарамдылық мерзімі"
"Expiry date cannot be in the past","Жарамдылық мерзімі өткен болуы мүмкін емес"
"Explanation","Түсіндіру"
"Explanation ","Түсіндіру "
"Explore More","Толығырақ"
"Export","Экспорттау"
"Export failed","Экспорттау сәтсіз аяқталды"
"Fail","Сәтсіз"
"Failed","Сәтсіз"
"Failed to assign badge","Танымбелгіні тағайындау мүмкін болмады"
"Failed to create badge assignment: ","Танымбелгі тағайындау жасалмады: "
"Failed to create email account, Invalid credentials","Электрондық пошта тіркелгісін жасау сәтсіз аяқталды, тіркелгі деректері жарамсыз"
"Failed to enroll in program: {0}","Бағдарламаға тіркелу мүмкін болмады: {0}"
"Failed to fetch attendance data from Zoom for class {0}: {1}","{0}: {1} сыныбы үшін Zoom жүйесінен сабаққа қатысу деректерін алу мүмкін болмады"
"Failed to refresh session","Сеанс жаңартылмады"
"Failed to send email","Электрондық поштаны жіберу мүмкін болмады"
"Failed to submit. Please try again. {0}","Жіберілмеді. Қайталап көріңіз. {0}"
"Failed to update badge assignment: ","Танымбелгі тағайындау жаңартылмады: "
"Failed to update email account, Invalid credentials","Электрондық пошта тіркелгісін жаңарту мүмкін болмады, тіркелгі деректері жарамсыз"
"Failed to update meta tags {0}","{0} мета тегтерін жаңарту сәтсіз аяқталды"
"Favicon","Фавикон"
"Featured","Таңдаулы"
"Feedback","Кері байланыс"
"Feel free to make edits to your submission if needed.","Қажет болса, жіберуіңізге өзгертулер енгізуге болады."
"Field of Major/Study","Major/Study өрісі"
"Field To Check","Тексерілетін өріс"
"File not found","Файл табылмады"
"File Type","Файл түрі"
"File type of {0} is not allowed in quiz answers.","Викторина жауаптарында {0} файл түріне рұқсат етілмейді."
"File upload failed. Please try again.","Файлды жүктеп салу сәтсіз аяқталды. Қайталап көріңіз."
"file_url must be a string","file_url жолы болуы керек"
"Filter assignments by course","Тапсырмаларды курс бойынша сүзгілеу"
"Filter by Exercise","Жаттығу бойынша сүзгілеу"
"Filter by Member","Мүше бойынша сүзу"
"Filter by payment type","Төлем түрі бойынша сүзгілеу"
"Filter by role","Рөл бойынша сүзгілеу"
"Filter by Status","Күй бойынша сүзгілеу"
"Filter by user email","Пайдаланушының поштасы бойынша сүзу"
"Filters","Сүзгілер"
"Finish the rule above first","Алдымен жоғарыдағы ережені аяқтаңыз"
"Finish this rule. Pick what it should match to save it.","Осы ережені аяқтаңыз. Оны сақтау үшін не сәйкес келетінін таңдаңыз."
"First Name","Аты"
"Fit width","Ені сәйкес келеді"
"Fixed 9-5","9-5 түзетілді"
"Fixed Amount","Тұрақты сома"
"Fixed Amount Discount","Тұрақты сомадағы жеңілдік"
"Flexible Time","Икемді уақыт"
"For Certificate","Сертификат үшін"
"For Course","Әрине"
"Formal Wear","Ресми киім"
"Frappe Cloud Marketplace","Frappe Cloud Marketplace"
"Frappe Learning","Frappe оқыту"
"Frappe Mail site","Frappe Mail сайты"
"Free","Тегін"
"Freelance","Фриланс"
"Freelancer/Just looking","Фрилансер /Just іздейді"
"French (e.g. Distinction)","Француз (мысалы, Айырмашылық)"
"Friday","жұма"
"Friend or colleague","Дос немесе әріптес"
"From","бастап"
"From ","бастап "
"From Date","Күннен бастап"
"Full Name","Толық аты-жөні"
"Full name is required.","Толық аты-жөні қажет."
"Full Time","Толық уақыт"
"Function","Функция"
"Gateway","Шлюз"
"General","Жалпы"
"Generate Certificates","Сертификаттар жасау"
"Generate Google Meet Link","Google Meet сілтемесін жасаңыз"
"Georgia","Грузия"
"Get Certificate","Сертификат алу"
"Get Certified","Сертификат алыңыз"
"Get Raven","Raven алыңыз"
"Get Started","Жұмысты бастау"
"Get the app on your device for easy access & a better experience!","Оңай қол жеткізу және жақсырақ тәжірибе алу үшін қолданбаны құрылғыңызға жүктеп алыңыз!"
"Get the app on your iPhone for easy access & a better experience","Оңай қол жеткізу және жақсырақ тәжірибе алу үшін қолданбаны iPhone-ға жүктеп алыңыз"
"Get the Payments app","Төлемдер қолданбасын алыңыз"
"GitHub","GitHub"
"GitHub ID","GitHub идентификаторы"
"Github ID","Github идентификаторы"
"Go","Бар"
"Google Calendar","Google Calendar"
"Google Classroom","Google Classroom"
"Google Drive","Google Drive"
"Google Meet","Google Meet"
"Google Meet Account","Google Meet есептік жазбасы"
"Google Meet Account created successfully","Google Meet есептік жазбасы сәтті жасалды"
"Google Meet account deleted successfully","Google Meet есептік жазбасы сәтті жойылды"
"Google Meet Account updated successfully","Google Meet есептік жазбасы сәтті жаңартылды"
"Google Meet Link","Google Meet сілтемесі"
"Google Pay","Google Pay"
"Grade","Баға"
"Grade Assignment","Бағаға тапсырма"
"Grade Type","Баға түрі"
"Grading","Бағалау"
"Grading Rubric","Бағалау критерийлері"
"Grant","Грант"
"Grant Only Once","Грант тек бір рет"
"Grant only once","Тек бір рет беріңіз"
"Gray","Сұр"
"Green","Жасыл"
"Gross","Жалпы"
"GST Amount","GST сомасы"
"GST Number","GST нөмірі"
"GSTIN","GSTIN"
"Halyk ePay is unavailable. Please try again.","Halyk ePay қолжетімсіз. Қайталап көріңіз."
"Halyk QR","Halyk QR"
"has been","болды"
"Have an account? Login","Есептік жазбаңыз бар ма? Жүйеге кіру"
"Headline","Тақырып"
"Hello","Сәлем"
"Hello Learner","Сәлем Оқушы"
"Help","Көмек"
"Help others learn something new by creating a course.","Курс құру арқылы басқаларға жаңа нәрсені үйренуге көмектесіңіз."
"Help us improve by providing your feedback.","Пікіріңізді білдіру арқылы жақсартуға көмектесіңіз."
"here","мұнда"
"Here are the details:","Міне, егжей-тегжейлер:"
"Hey","Эй"
"Hey {0}","Сәлем {0}"
"Hey,","Эй,"
"Hi","Сәлем"
"Hi {0},","Сәлем {0},"
"Hi,","Сәлем,"
"Hide my Private Information from others","Менің жеке ақпаратымды басқалардан жасыру"
"Highlight","Бөлектеу"
"Highlight on the homepage.","Негізгі бетте бөлектеңіз."
"Highlight what makes you unique and show your skills.","Сізді ерекше ететін нәрсені бөлектеңіз және өз дағдыларыңызды көрсетіңіз."
"Highlighted Text","Ерекшеленген мәтін"
"Hiring","Жалдау"
"Home","Басты бет"
"Host","Хост"
"How did you hear about Frappe Learning?","Frappe Learning туралы қалай естідіңіз?"
"How did you hear about YU-LMS?","YU-LMS туралы қалай естідіңіз?"
"How to edit a lesson","Сабақты қалай өңдеуге болады"
"Hybrid","Гибридті"
"I am currently working here","Мен қазір осында жұмыс істеймін"
"I am delighted to inform you that you have successfully earned your certification for the {0} course. Congratulations!","{0} курсы бойынша сертификатыңызды сәтті алғаныңызды хабарлауға қуаныштымын. Құттықтаймыз!"
"I am happy to announce that I earned the {0} badge on {1} at {2}","{0} белгісін {1} телефонында {2} арқылы алғанымды хабарлауға қуаныштымын."
"I am unavailable","Мен қолжетімсізмін"
"I consent to my personal information being stored for invoicing","Мен жеке ақпаратымның шот-фактура үшін сақталуына келісемін"
"IBAN","IBAN"
"Icon","Белгіше"
"ID","ID"
"Identify User Category","Пайдаланушы санатын анықтау"
"If enabled, all outgoing emails will be sent from this account. Note: Only one account can be default outgoing.","Қосылған болса, барлық шығыс электрондық хаттар осы есептік жазбадан жіберіледі. Ескертпе: тек бір есептік жазба әдепкі шығыс болуы мүмкін."
"If enabled, all replies to your company (eg: replies@yourcompany.com) will come to this account. Note: Only one account can be default incoming.","Қосылған болса, компанияңызға барлық жауаптар (мысалы: replies@yourcompany.com) осы тіркелгіге келеді. Ескертпе: тек бір тіркелгі әдепкі кіріс болуы мүмкін."
"If enabled, emails will be pulled from this account.","Қосылған болса, электрондық пошталар осы есептік жазбадан алынады."
"If enabled, outgoing emails can be sent from this account.","Қосылған болса, шығыс электрондық хаттарды осы есептік жазбадан жіберуге болады."
"If you answer incorrectly, {0} {1} will be deducted from your score for each incorrect answer.","Егер сіз қате жауап берсеңіз, {0} {1} әрбір қате жауап үшін ұпайыңыздан шегеріледі."
"If you are not any more interested to mentor the course","Егер сізді қызықтырмаса, курсқа тәлімгерлік ету"
"If you fail to do so, the quiz will be automatically submitted when the timer ends.","Егер сіз мұны орындамасаңыз, таймер аяқталған кезде викторина автоматты түрде жіберіледі."
"If you have any questions or need assistance, feel free to reach out to our support team.","Егер сізде сұрақтар туындаса немесе көмек қажет болса, біздің қолдау көрсету тобына хабарласыңыз."
"If you have any questions or require assistance, feel free to contact us.","Егер сізде сұрақтар туындаса немесе көмек қажет болса, бізге хабарласыңыз."
"If you set an amount here, then the USD equivalent setting will not get applied.","Осы жерде соманы орнатсаңыз, АҚШ доллары балама параметрі қолданылмайды."
"If you want open ended questions then make sure each question in the quiz is of open ended type.","Ашық сұрақтарды қаласаңыз, викторинадағы әрбір сұрақтың ашық түрдегі екеніне көз жеткізіңіз."
"IIN / BIN","ЖСН / БСН"
"Image","Кескін"
"Image search is unavailable. Add an Unsplash access key in Settings, or upload your own image.","Суретті іздеу қолжетімсіз. Параметрлерде Unsplash кіру кілтін қосыңыз немесе өз суретіңізді жүктеп салыңыз."
"Image search powered by","Суретті іздеу"
"Image: Corrupted Data Stream","Кескін: зақымдалған деректер ағыны"
"Import","Импорттау"
"Import Batch","Пакет импорттау"
"Import Course from ZIP","ZIP файлынан курсты импорттау"
"Import via Data Import Tool","Деректерді импорттау құралы арқылы импорттау"
"Import via ZIP","ZIP арқылы импорттау"
"In Progress","Орындалуда"
"In-app","Қолданбада"
"Inbox","Кіріс жәшігі"
"Include In Preview","Алдын ала қарауға қосу"
"Include in preview","Алдын ала қарауға қосу"
"Incomplete","Аяқталмаған"
"Incorrect","Дұрыс емес"
"Individual Work","Жеке жұмыс"
"Industry","Өнеркәсіп"
"Input","Енгізу"
"Install","Орнату"
"Install Frappe Learning","Frappe Learning бағдарламасын орнатыңыз"
"Install the Raven app to sync workspace and channel membership.","Жұмыс кеңістігін және арна мүшелігін синхрондау үшін Raven қолданбасын орнатыңыз."
"Install the raven_integration app to manage Raven membership from Learning.","Learning қызметінен Raven мүшелігін басқару үшін raven_integration қолданбасын орнатыңыз."
"Install the raven_integration app to manage Raven membership from YU-LMS.","YU-LMS жүйесінен Raven мүшелігін басқару үшін raven_integration қолданбасын орнатыңыз."
"Install YU-LMS","YU-LMS орнату"
"Institution Name","Мекеме атауы"
"Instructor","Нұсқаушы"
"Instructor Content","Оқытушы мазмұны"
"Instructor Notes","Оқытушы жазбалары"
"Instructor notes","Оқытушы жазбалары"
"Instructors","Оқытушылар"
"Instructors Comments","Оқытушылар түсініктемелері"
"Interest","Қызығушылық"
"Introduction","Кіріспе"
"Invalid answers submitted.","Жарамсыз жауаптар жіберілді."
"Invalid chapter.","Жарамсыз тарау."
"Invalid course or chapter name","Курс немесе тарау атауы жарамсыз"
"Invalid course ZIP: Missing course.json","Жарамсыз курс ZIP: course.json жоқ"
"Invalid document name","Құжат атауы жарамсыз"
"Invalid email ID","Жарамсыз электрондық пошта идентификаторы"
"Invalid file path","Жарамсыз файл жолы"
"Invalid file path in package","Пакеттегі файл жолы жарамсыз"
"Invalid member.","Жарамсыз мүше."
"Invalid Quiz ID","Жарамсыз Викторина идентификаторы"
"Invalid Quiz ID in content","Мазмұндағы сынақ идентификаторы жарамсыз"
"Invalid quiz results submitted.","Жарамсыз викторина нәтижелері жіберілді."
"Invalid quiz.","Жарамсыз викторина."
"Invalid response from Halyk ePay.","Halyk ePay берген жауап жарамсыз."
"Invalid role filter.","Жарамсыз рөл сүзгісі."
"Invalid search query.","Жарамсыз іздеу сұрауы."
"Invalid ZIP file","Жарамсыз ZIP файлы"
"Invalid {0} submitted.","Жарамсыз {0} жіберілді."
"Invite your team and students","Топты және студенттерді шақырыңыз"
"Is Correct","Дұрыс"
"Is SCORM Chapter","SCORM тарауы"
"Is SCORM Package","SCORM пакеті"
"Issue a Certificate","Сертификат беру"
"Issue a free certificate when learners complete the course.","Оқушылар курсты аяқтаған кезде тегін сертификат беріңіз."
"Issue certificates to batch participants.","Пакет қатысушыларына сертификаттар беру."
"Issue Date","Шығарылған күні"
"Issued On","Шығарылған күні"
"Issued on","Шығарылған күні"
"Items in Sidebar","Бүйірлік тақтадағы элементтер"
"Jane Doe","Джейн До"
"jane@example.com","jane@example.com"
"JavaScript","JavaScript"
"Job","Жұмыс"
"Job Details","Жұмыс мәліметтері"
"Job must be a string.","Жұмыс жол болуы керек."
"Job Openings","Жұмыс орындары"
"Job Opportunity","Жұмыс мүмкіндігі"
"Job Title","Лауазым атауы"
"Jobs","Жұмыс орындары"
"johndoe@example.com","johndoe@example.com"
"Join","Қосылыңыз"
"Join Call","Қоңырауға қосылу"
"Join Meeting","Кездесуге қосылу"
"Join URL","URL мекенжайына қосылу"
"Joined At","Қосылды"
"Joined at","Қосылған"
"Jump to","өту"
"Just exploring","Тек зерттеу"
"Kajabi","Каджаби"
"Kazakhstan","Қазақстан"
"Keep going,","Жалғастырыңыз,"
"Keyword must be a string.","Түйінді сөз жол болуы керек."
"Kyrgyzstan","Қырғызстан"
"Label","Белгі"
"Label, e.g. Cohort cap","Белгі, мысалы. Когорта қақпағы"
"Language","Тіл"
"Last Name","Фамилия"
"Launch a paid course","Ақылы курсты ашыңыз"
"Launch File","Файлды іске қосыңыз"
"LearnDash","LearnDash"
"Learners needing attention","Назар аударуды қажет ететін студенттер"
"Learning","Үйрену"
"Learning Consistency","Оқытудың жүйелілігі"
"Learning Paths","Оқу жолдары"
"Learning platform","Оқу платформасы"
"Leave empty when the assessment has no deadline.","Бағалаудың мерзімі болмаса бос қалдырыңыз."
"Left At","Сол жақта"
"Left at","Солға"
"Legal","Заңды"
"Lesson","Сабақ"
"lesson","сабақ"
"Lesson Completion","Сабақты аяқтау"
"Lesson content","Сабақтың мазмұны"
"Lesson created successfully","Сабақ сәтті жасалды"
"Lesson deleted successfully","Сабақ сәтті жойылды"
"Lesson details","Сабақ мәліметтері"
"Lesson Dwell Time (seconds)","Сабақта тұру уақыты (секунд)"
"Lesson Dwell Time must be at least 1 second.","Сабақта тұру уақыты кемінде 1 секунд болуы керек."
"Lesson Index","Сабақ көрсеткіші"
"Lesson moved successfully","Сабақ сәтті өтті"
"Lesson must be a string.","Сабақ тізбек болуы керек."
"Lesson Progress","Сабақтың барысы"
"Lesson Reference","Сабаққа сілтеме"
"Lesson Title","Сабақтың тақырыбы"
"Lesson title","Сабақтың тақырыбы"
"Lessons","Сабақтар"
"lessons","сабақтар"
"Lessons Completed","Сабақтар аяқталды"
"Let users enroll themselves.","Пайдаланушыларға өздері тіркелуге рұқсат етіңіз."
"Lets start setting up your content on the LMS so that you can reclaim time and focus on growth.","Уақытты қалпына келтіріп, өсуге назар аудару үшін LMS жүйесінде мазмұнды орнатуға рұқсат етіңіз."
"Letter Grade (e.g. A, B-)","Әріптік баға (мысалы, A, B-)"
"Limit cannot be greater than or equal to the number of questions in the quiz.","Шектеу викторинадағы сұрақтар санынан көп немесе оған тең болмауы керек."
"Limit Questions To","Сұрақтарды шектеу"
"Link","Сілтеме"
"LinkedIn","LinkedIn"
"LinkedIn ID","LinkedIn идентификаторы"
"Live answer checking is not enabled for this quiz.","Бұл викторина үшін тікелей жауапты тексеру қосылмаған."
"Live Class","Тікелей сабақ"
"live class","тірі сынып"
"live classes","тірі сабақтар"
"LiveCode URL","LiveCode URL мекенжайы"
"LMS Assessment","LMS бағалауы"
"LMS Assignment","LMS тағайындауы"
"LMS Assignment Submission","LMS тапсырмасын жіберу"
"LMS Badge","LMS белгісі"
"LMS Badge Assignment","LMS белгішесін тағайындау"
"LMS Batch","LMS пакеті"
"LMS Batch Enrollment","LMS пакетін тіркеу"
"LMS Batch Feedback","LMS пакеттік кері байланысы"
"LMS Batch Timetable","LMS пакеттік кестесі"
"LMS Category","LMS санаты"
"LMS Certificate","LMS сертификаты"
"LMS Certificate Evaluation","LMS сертификатын бағалау"
"LMS Certificate Request","LMS сертификатына сұраныс"
"LMS Coupon","LMS купоны"
"LMS Coupon Item","LMS купондық элементі"
"LMS Course","LMS курсы"
"LMS Course Interest","LMS курсына қызығушылық"
"LMS Course Mentor Mapping","LMS курсының тәлімгер картасы"
"LMS Course Progress","LMS курсының барысы"
"LMS Course Review","LMS курсын шолу"
"LMS Enrollment","LMS тіркеуі"
"LMS Google Meet Settings","LMS Google Meet параметрлері"
"LMS Job Application","LMS Job Application"
"LMS Lesson Note","LMS сабағына ескерту"
"LMS Live Class","LMS Live Class"
"LMS Live Class Participant","LMS Live Class қатысушысы"
"LMS Option","LMS опциясы"
"LMS Payment","LMS төлемі"
"LMS Program","LMS бағдарламасы"
"LMS Program Course","LMS бағдарламасының курсы"
"LMS Program Member","LMS бағдарламасының мүшесі"
"LMS Programming Exercise","LMS бағдарламалау жаттығуы"
"LMS Programming Exercise Submission","LMS бағдарламалау жаттығуларын жіберу"
"LMS Question","LMS сұрағы"
"LMS Quiz","LMS викторинасы"
"LMS Quiz Question","LMS викторинасының сұрағы"
"LMS Quiz Result","LMS викторинасының нәтижесі"
"LMS Quiz Submission","LMS викторинасын жіберу"
"LMS Settings","LMS параметрлері"
"LMS Sidebar Item","LMS бүйірлік тақта элементі"
"LMS Source","LMS көзі"
"LMS Student","LMS студенті"
"LMS Test Case","LMS сынақ жағдайы"
"LMS Test Case Submission","LMS сынақ ісін жіберу"
"LMS Timetable Legend","LMS кестенің легендасы"
"LMS Timetable Template","LMS кесте үлгісі"
"LMS Video Watch Duration","LMS бейне көру ұзақтығы"
"LMS Zoom Settings","LMS масштабтау параметрлері"
"Load More","Қосымша жүктеу"
"Loading PDF…","PDF жүктелуде…"
"Loading...","Жүктелуде..."
"Loading…","Жүктелуде…"
"Local","Жергілікті"
"Location","Орналасқан жері"
"Location Preference","Орын таңдауы"
"Log in","Жүйеге кіріңіз"
"Log in to see your account.","Тіркелгіңізді көру үшін жүйеге кіріңіз."
"Log out","Шығу"
"Login","Жүйеге кіру"
